Country Name,Country Code,"Stocks, Transactions, and Other Flows Name","Stocks, Transactions, and Other Flows Code",Sector Name,Sector Code,Unit Name,Unit Code,Residence Name,Residence Code,Instrument and Assets Classification Name,Instrument and Assets Classification Code,Attribute,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Indicator Code,Global DSD Time Series Code,Unnamed: 64
"Mozambique, Rep. of",688,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20310063947.4705,17173511990,15425127000,34688723268,,,43843878289.3416,52391758666.88,52289662000,46041190169.6951,,GADL_T_G14_XDC,A|MZ|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Myanmar,518,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,906202634000,1203927623000,589733054000,3733840065000,2460628504000,1046398989000,1695661387000,3316810311000,,GADL_T_G14_XDC,A|MM|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Namibia,728,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456840000,1673539000,866460000,1788279000,852636000,575708000,-423518000,-553712000,830084874,-674197464,1745187005,6932150527,-436334564,3496566573.91,4669550329.06,,7590316888.18,12054377974.21,9916207124,-9269125347,,GADL_T_G14_XDC,A|NA|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Nauru, Rep. of",836,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12665309.56,23432136.71,2212232.73,12014757.54,499994,,,GADL_T_G14_XDC,A|NR|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Nepal,558,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,7013200000,,,,,,,8591000000,10523000000,11919000000,12100000000,13354000000,9264000000,3866900000,2442000000,4670900000,5783700000,11193600000,13089400000,30970400000,22705061000,23656100000,-9076191000,-35130171000,-3895368000,3496571410.05,56847135000,82461749997.41,192679219344.89,182455705912.12,,GADL_T_G14_XDC,A|NP|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Netherlands, The",138,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,10486860793.8431,9883333106.44323,9116444541.25089,5998974456.71164,-757812960.870532,,,,,,,,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|NL|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
New Zealand,196,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-402386000,1036852000,-1634512000,-482900000,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|NZ|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Niger,692,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35059297327,-756688935702,9620355368.00001,,,,,,,,,,,,,,GADL_T_G14_XDC,A|NE|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Nigeria,694,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163700000000,46500000000,161400000000,100800000000,117200000000,150700000000,607400000000,1185500000000,928600000000,975700000000,1153500000000,,,,,,,,GADL_T_G14_XDC,A|NG|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"North Macedonia, Republic of",962,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6768064112,-14259567551.71,-19408370784,,,,,,19326209698,38936588638,9986459881,22634561548,8080392411,21918338176,14509161634,,GADL_T_G14_XDC,A|MK|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Norway,142,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,-10603000000,-2054000000,38915000000,87680000000,2578000000,,,,,,,,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|NO|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Oman,449,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,-124000000,275700000,261500000,-43500000,114000000,-8000000,71600000,-79700000,142499000,22400000,-73400000,-64500000,-195800000,15200000,3600000,-159100000,115500000,-126800000,-36000000,40000000,131300000,111100000,113300000,126000000,,,,,,,,GADL_T_G14_XDC,A|OM|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Palau, Rep. of",565,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1475425,-1367723,8870095,-6306646,7974023,-7788048,894216,-5024641,17186890,4645744,11442348,2354000,,GADL_T_G14_XDC,A|PW|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Papua New Guinea,853,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,11110000,88110000,295290000,407740000,106820000,47249000,360123000,154120000,60050000,508218000,339580000,427767000,316793000,,,,,,,,,,,,3405000000,2601787919,3943800000,1614220000,3276995198.87559,3388136084.4,,GADL_T_G14_XDC,A|PG|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Paraguay,288,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,-53112000000,-140684000000,18195000000,-98189000000,,,,,,,,,1017958684000,378838962100,-614476097411,-272400000000,257800000000,281266269567,-798596585836,958360635501,329481060025,-375908204890,904243400600.999,3271630000000,5057310513764,1704228463955,3196580308687,3767582079550,5151835860823,6517783544418,,GADL_T_G14_XDC,A|PY|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Peru,293,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,4738100000,3063700000,2163400000,2506900000,2617200000,4218000000,5751500000,10915120000,4104160000,4913880000,1943294000,65699999.9999996,234200000,-3545710689.203,3070576928.91485,-4802270762.41659,1119482554.45474,2429835707.3959,-6004586839.04873,-5342504876.7037,7512089230.3207,-6052074571.98798,-11833800966.7129,-8092187596.9305,-9932613481.2097,,GADL_T_G14_XDC,A|PE|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Philippines,566,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,19770000000,42995000000,106679000000,-9600000000,-62075000000,-23405000000,24867000000,-34585000000,67070000000,72674000000,204073000000,173434000000,277155000000,286210000000,276460000000,182510000000,116041000000,136914000000,127387000000,241777000000,359815000000,124153000000,594707000000,231120000000,113656000000,123857000000,98985000000,606040000000,505608000000,435666590000,,GADL_T_G14_XDC,A|PH|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Poland, Rep. of",964,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,5670000000,,,,,,,,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|PL|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Portugal,182,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,784609092.088068,4478706317.77416,2523418561.26735,4689697828.23396,4295148691.65312,,,,,,,,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|PT|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Romania,968,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|RO|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Russian Federation,922,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,154026000000,93694000000,-76919000000,-260024000000,-658355000000,-371517891700,-228313170300,-837032300000,-618900000000,-61400000000,183000000000,660500000000,675100000000,878400000000,578800000000,882700000000,1218951680591.77,229185076898.67,1354483000000,2723485000000,753879000000,2431252000000,,GADL_T_G14_XDC,A|RU|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Rwanda,714,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3027292335.81271,30427332415,24765835191.2016,12104200729,,,129845001267.919,280474920798.403,319242178786.689,361987701220.506,448295369422.649,579942915356.254,1159991075630.1,GADL_T_G14_XDC,A|RW|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Samoa,862,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137485754.6,90634713.9,126636758.319236,83072574.9466036,88297114.4434182,40412209.067503,-834652.354765374,-6771321.66200468,17797586.2409899,-53130771.8019862,,GADL_T_G14_XDC,A|WS|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"San Marino, Rep. of",135,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,-100000000,,,,,,,34864658.1,39363543,91330804.6,133367143.93,163405914.27,57415837,,,,,,,,,,,,,,GADL_T_G14_XDC,A|SM|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"São Tomé and Príncipe, Dem. Rep. of",716,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507933453.36577,644683000,29349613.9875937,258667294.474122,1348695652.89002,696726861.7,721223621.873357,158222440.506568,,,GADL_T_G14_XDC,A|ST|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Saudi Arabia,456,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174320000000,126673000000,111977000000,117845000000,,GADL_T_G14_XDC,A|SA|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Senegal,722,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2600000000.00001,25700000000,100800000000,,,,,,,,324700000000,266970163179.512,624300000000,435300000000,,455020432893.342,298909283223.966,443818566065.669,551290968019.118,910138557548.354,,,GADL_T_G14_XDC,A|SN|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Serbia, Rep. of",942,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32719400000,-27079900000,113298400000,92956295000,178958638000,242469000000,,,,,,,,,GADL_T_G14_XDC,A|RS|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Seychelles,718,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,168100000,301500000,-127100000,447000000,-303600000,737600000,,,,,,,-251349416,356400000,396463329,-112030728,-905967490.15,1733404216.57,-301571376.91,720938841.1,-312159578,805734453.99,346863290,542364256.35001,-173361067.94,99909700,,,GADL_T_G14_XDC,A|SC|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Sierra Leone,724,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607886000000,425346000000,870500000000,525358000000,866625000000,1066480000000,1462056700000,2179062000000,1909598000000,,,GADL_T_G14_XDC,A|SL|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Singapore,576,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,8591000000,7199000000,7103000000,7165000000,3147000000,12304000000,10680000000,10581000000,26093000000,14968000000,12736000000,11896000000,10321000000,12123000000,16781000000,11933000000,8962000000,32955000000,20422000000,36283000000,31330700000,36461000000,29456700000,-14898700000,14651700000,40114800000,43201323953.5699,37527700000,44821993366.83,94168574613.95,,GADL_T_G14_XDC,A|SG|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Slovenia, Rep. of",961,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,21699215.4899015,-8763144.71707561,,,,,,,,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|SI|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Solomon Islands,813,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510136.35999998,-20816821.8999999,-82516237.7512837,-78456541.945,-175352465.376357,-56959632.4,230762199.197044,24179466.6,37482546.9400002,421535148.2,GADL_T_G14_XDC,A|SB|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Somalia,726,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,GADL_T_G14_XDC,A|SO|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
South Africa,199,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,10660000000,14032000000,28715000000,38615000000,26865000000,30066000000,23700000000,23186000000,19371000000,15233000000,13931200000,12852000000,13294000000,35318800000,44469000000,35667000000,6166000000,-455000000,44304000000,205396000000,188610467000,125187000000,138963051000,181487609997.4,183486363000,158133727000,204665216000,244311094177.367,236164547609.401,349714666115.022,,GADL_T_G14_XDC,A|ZA|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Spain,184,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,16372170735.5186,10423352926.3279,15241666967.1727,40722777156.7319,18646400538.5068,27564797687.3718,31413941968.639,9683438320.78282,12941432507.9655,12944168399.6797,12073242213.6808,-1178981402.7949,8974908456.74542,-210700803.469813,13606094772.9781,2513716770.73404,-1628879090.52052,-6033067740.0199,53750219555.8777,130896789257.475,65669687559.3701,71385447048.794,205963568792.983,105113985144.428,81236100641.5814,47923851224.8052,26494721398.2586,53606634514.4953,41815564011.0313,24245969346.7201,,GADL_T_G14_XDC,A|ES|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Sri Lanka,524,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,29857000000,39536000000,16988000000,28449000000,53472000000,55617000000,61409000000,44027000000,76456000000,76736000000,120175000000,152429000000,112433000000,124995000000,157629000000,179035000000,212562000000,251431400000,297983000000,477531000000,460451000000,472289000000,484357000000,516090000000,604916114533.167,833906447021.39,631942263185.41,752368379144.54,806712096769.85,1011338792105.76,,GADL_T_G14_XDC,A|LK|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
St. Kitts and Nevis,361,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126500000,139900000,66962087,56739474,170194577,231381251,54882043,39149124,-5992433.9,68595374.8,41757783.6,,,,,,,,,,,GADL_T_G14_XDC,A|KN|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
St. Lucia,362,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138277.00000001,83121039,225041392,231045569,23010003,139420961,150996944,112020071,47351144,14926525,-23242938,,,,,,,,,,,GADL_T_G14_XDC,A|LC|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
St. Vincent and the Grenadines,364,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15705278,12733264,66962087,56623061,170194577,231380251,54882205,39290537,33612687,65994623,,,,,,,,,,,,GADL_T_G14_XDC,A|VC|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Suriname,366,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33659536,147449573,2677352,18881786,56040394.0500001,-87234262.9999998,-460876500,-159571338.000001,220948581,202818195.48,284516388,443470584,,,,,,,,,GADL_T_G14_XDC,A|SR|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Tajikistan, Rep. of",923,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,24025000,21474000,608000,-1477000,,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|TJ|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Tanzania, United Rep. of",738,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973382403000,2973382403000,3937811927000,2065358594000,3630589019000,3263100000000,5069836818000,3565790800931.41,387651664779.36,2091793748018.67,,,GADL_T_G14_XDC,A|TZ|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Thailand,578,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,-27335000000,-66259000000,-27697000000,-44083000000,-45187000000,-31292000000,-12058000000,4655000000,253713000000,436113000000,145841000000,123523000000,375705270000,7272400000.00001,176972907134.65,-37617733014.33,114102660000,83659310000,110747490000,424402550000,320969120000,276074420785,333506181000,238416930000,152747170000,116878700000.001,265433880000,390108311447.57,444584863313.89,171934956942.361,,GADL_T_G14_XDC,A|TH|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Timor-Leste, Dem. Rep. of",537,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3000000,0,31647852.32,32095674.75,40595095.3,48510586.2555494,,GADL_T_G14_XDC,A|TL|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Togo,742,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36838061699,-11082042117.58,34752000313.89,25379771207,-12154361640,54510000000,120903843015.926,25718288303,75679296649.2221,164300182026.333,190832561693.711,-1852193646.17756,26391998303.1771,-5643350195.07249,,GADL_T_G14_XDC,A|TG|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Tonga,866,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5784726.83,-6539230.26,8835444.03,13941422.67,9332371.66,-5412870.61,-13410921.5,,GADL_T_G14_XDC,A|TO|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Tunisia,744,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,270100000,263300000,181800000,253100000,129400000,320300000,436500000,292400000,-316600000,-156300000,109300000,1331700000,461200000,1030000000,538300000,237800000,-566700000,-302000000,-493700000,125100000,141300000,1314200000,1912900000,,,,,,,,,GADL_T_G14_XDC,A|TN|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Turkey,186,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12569540879.46,8361854410.04006,19219590767.0922,64622327315.2338,34808553868.6685,24986865189.9364,29856406238.4257,25518571837.8369,25197829809.3814,37263491638.9845,63214843270.0503,109727406342.522,105727521259.659,219373664600,378332113941.826,GADL_T_G14_XDC,A|TR|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Uganda,746,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,79548130334.8,239147806108,252038225908.838,627351511200,550275938670,227549236198.529,322857848112.686,565039025180.162,722940138560.736,753835649811.196,1027522290169.85,1790107653692.14,3348596346010.28,3688600000000,,-1936336493711.73,1316328015308.47,4271599871258.52,3337619557373.86,3563743764629.89,4082432346959.93,,GADL_T_G14_XDC,A|UG|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Ukraine,926,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644000000,1939700000,3224100000,-1320000.00000005,1953100000,10641100000,20218200000,2576500000,6487500000,29630900000,90464800000,98693830000,46507400000,36795280000,81038813054,201833600000,109841800000,173277600000,127670500000,48465300000,74835800000,,GADL_T_G14_XDC,A|UA|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
United Arab Emirates,466,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6750729359.31,-20761081285.73,-34954412076,-3784676966.46,774524852.76095,-28042076.8291634,1064293434.35039,518965583.709962,-5032583028,,GADL_T_G14_XDC,A|AE|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
United Kingdom,112,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,42218000000,26647000000,17101000000,-2402000000,-389000000,14920000000,-18662000000,18127000000,39635000000,41920000000,47897000000,45907000000,45972000000,146199000000,211926000000,153095000000,136503000000,145429000000,73913000000,106108000000,75937000000,78387000000,58240000000,56126000000,64495000000,,GADL_T_G14_XDC,A|GB|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Uruguay,298,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13110913377.5141,57391338294.8368,5467500973.68627,4921386876.69897,16636464028.593,-6587232783.66897,21737611010.8328,1249162023.66748,,,,,,,,,,,,,GADL_T_G14_XDC,A|UY|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
"Uzbekistan, Rep. of",927,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-227552900000,-211655300000,-203753000000,-297990566700,-205926993100,-221408536800,-403250129900,-748467811000,-891667131900,,GADL_T_G14_XDC,A|UZ|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Vanuatu,846,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,704700000,,,,,,,,,,,,,,,,,,,663900000,1063800000,1100200000,1052335000,-158800000,-310000000,-525631000,894746000,-441700000,-3079510641,4266923594.81362,,GADL_T_G14_XDC,A|VU|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
Vietnam,582,Net incurrence of liabilities,G33,Budgetary central government,S1311B,Domestic currency,XDC,Total,W0|S1,Total financial assets/liabilities ,F,Value,,,,,,,,,,,,,,,,,,,,,,,2530000000000,1219000000000,502000000000,5397000000000,454000000000,6328000000000,,12142000000000,10018000000000,,,,,,,,,,,,,,,,,,,GADL_T_G14_XDC,A|VN|S1311B|W0|S1|G33|F|_Z|_Z|XDC|_T|_X,
